SH,LIBELLES,year,production_fcfa,production_tonnes,consommation_fcfa,consommation_tonnes,imports_fcfa,exports_fcfa,imports_tonnes,exports_tonnes,year_normalized,years_since_start,economic_period,is_covid_period,balance_commerciale_fcfa,balance_commerciale_tonnes,taux_couverture,ratio_prod_conso_fcfa,ratio_prod_imports,intensite_export,prix_unitaire_production,prix_unitaire_imports,prix_unitaire_exports,total_production_fcfa,total_production_tonnes,part_marche_production,indice_specialisation,valeur_ajoutee_estimee,demande_interieure,taux_autosuffisance,production_fcfa_lag1,production_fcfa_lag2,production_tonnes_lag1,production_tonnes_lag2,imports_fcfa_lag1,imports_fcfa_lag2,exports_fcfa_lag1,exports_fcfa_lag2,production_fcfa_growth,production_tonnes_growth,imports_fcfa_growth,exports_fcfa_growth,production_fcfa_ma3,production_tonnes_ma3,imports_fcfa_ma3,exports_fcfa_ma3,production_trend,sector_encoded,period_encoded,sector_size_category,sector_size_encoded
VII,Matières plastiques et ouvrages en ces matières,2019,92.4,101.5,87.2,96.3,89.8,2.6,98.9,2.6,0.5555555555555556,5,2017_2019,0,-87.2,-96.30000000000001,2.89532293986637,1.0596330275229358,1.0289532293986638,2.813852813852814,0.9103448275862069,0.9079878665318503,1.0,4406.3,7113.4,2.09699748087965,104.94421998457355,0.09201213346814974,179.6,51.447661469933195,96.8,77.9,100.2,81.8,94.4,75.0,2.4,2.9,-4.545454545454537,1.2974051896207557,-4.872881355932212,8.333333333333341,89.03333333333335,94.5,86.39999999999999,2.6333333333333333,5.453333333333336,8,0,medium,1
VII,Matières plastiques et ouvrages en ces matières,2020,90.2,120.1,88.39999999999999,115.9,89.3,0.9,118.0,2.1,0.6666666666666666,6,2020_2021,1,-88.39999999999999,-115.9,1.007838745800672,1.0203619909502264,1.0100783874580068,0.9977827050997782,0.7510407993338885,0.7567796610169492,0.42857142857142855,4923.6,8625.5,1.8319928507596068,91.68206566449192,-0.3282082324455206,178.6,50.50391937290034,92.4,96.8,101.5,100.2,89.8,94.4,2.6,2.4,-2.380952380952384,18.325123152709356,-0.5567928730512249,-65.38461538461539,93.13333333333333,107.26666666666665,91.16666666666667,1.9666666666666666,5.453333333333336,8,1,medium,1
VII,Matières plastiques et ouvrages en ces matières,2021,107.1,124.5,102.5,119.5,104.8,2.3,122.0,2.5,0.7777777777777778,7,2020_2021,1,-102.5,-119.5,2.1946564885496183,1.0448780487804878,1.0219465648854962,2.1475256769374416,0.8602409638554216,0.8590163934426229,0.9199999999999999,5418.6,9230.5,1.9765253017384563,98.91519086790007,0.060983606557377,209.59999999999997,51.09732824427482,90.2,92.4,120.1,101.5,89.3,89.8,0.9,2.6,18.736141906873605,3.6636136552872656,17.357222844344903,155.55555555555554,96.56666666666666,115.36666666666667,94.63333333333333,1.9333333333333333,5.453333333333336,8,1,medium,1
VII,Matières plastiques et ouvrages en ces matières,2022,120.7,144.70000000000002,115.1,127.9,117.9,2.8,136.3,8.4,0.8888888888888888,8,post_2021,0,-115.10000000000001,-127.9,2.374893977947413,1.048653344917463,1.0237489397794741,2.31980115990058,0.8341395991706979,0.8650036683785767,0.3333333333333333,6364.8,10285.6,1.8963675213675213,94.90369547344979,-0.5316703350452434,235.8,51.187446988973704,107.1,90.2,124.5,120.1,104.8,89.3,2.3,0.9,12.698412698412707,16.224899598393588,12.500000000000009,21.73913043478261,106.0,129.76666666666668,104.0,2.0,5.453333333333336,8,2,medium,1
VII,Matières plastiques et ouvrages en ces matières,2023,99.9,143.70000000000002,97.5,138.1,98.7,1.2,140.9,2.8,1.0,9,post_2021,0,-97.5,-138.1,1.21580547112462,1.0246153846153847,1.0121580547112463,1.201201201201201,0.6951983298538622,0.7004968062455642,0.4285714285714286,6286.9,11284.7,1.5890184351588226,79.52241323098701,-0.2719253776741356,197.40000000000003,50.607902735562305,120.7,107.1,144.70000000000002,124.5,117.9,104.8,2.8,2.3,-17.232808616404306,-0.691085003455425,-16.28498727735369,-57.14285714285714,109.23333333333333,137.63333333333335,107.13333333333333,2.0999999999999996,5.453333333333336,8,2,medium,1
XI,Matières textiles et ouvrages en ces matières,2014,264.0,346.3,-203.2,-235.7,30.4,233.6,55.3,291.0,0.0,0,pre_2017,0,203.2,235.7,768.421052631579,1.299212598425197,8.68421052631579,88.48484848484847,0.7623447877562807,0.5497287522603979,0.8027491408934708,3056.1,5761.5,8.63846078335133,143.94842913351974,0.25302038863307297,60.79999999999998,434.21052631578954,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,346.3,30.4,233.6,1.8860606060606004,9,3,medium,1
XI,Matières textiles et ouvrages en ces matières,2015,204.7,318.8,-154.9,-200.40000000000003,24.9,179.8,59.2,259.6,0.1111111111111111,1,pre_2017,0,154.9,200.40000000000003,722.0883534136547,1.3214977404777275,8.220883534136545,87.83585735222277,0.642095357590966,0.42060810810810806,0.6926040061633282,3126.4,6266.0,6.547466734902763,109.10480176163769,0.2719958980552201,49.79999999999998,411.04417670682744,264.0,0.0,346.3,0.0,30.4,0.0,233.6,0.0,-22.462121212121218,-7.941091539127923,-18.092105263157894,-23.03082191780821,234.35,332.55,27.65,206.7,1.8860606060606004,9,3,medium,1
XI,Matières textiles et ouvrages en ces matières,2016,317.2,425.8,-193.8,-235.40000000000003,61.7,255.5,95.2,330.6,0.2222222222222222,2,pre_2017,0,193.8,235.40000000000003,414.10048622366287,1.6367389060887512,5.1410048622366284,80.54854981084489,0.7449506810709253,0.648109243697479,0.7728372655777374,3483.8,7737.0,9.105000287042882,151.72268780869504,0.12472802188025833,123.39999999999998,257.0502431118315,204.7,264.0,318.8,346.3,24.9,30.4,179.8,233.6,54.95847581827065,33.5633626097867,147.79116465863456,42.10233592880978,261.96666666666664,363.6333333333334,39.0,222.96666666666667,1.8860606060606004,9,3,medium,1
XI,Matières textiles et ouvrages en ces matières,2017,252.2,384.2,-182.6,-115.0,34.8,217.4,134.6,249.6,0.3333333333333333,3,2017_2019,0,182.60000000000002,115.0,624.7126436781609,1.3811610076670318,7.24712643678161,86.20142743854085,0.6564289432587194,0.25854383358098065,0.8709935897435898,3979.1,7398.3,6.338116659546128,105.61626193465241,0.6124497561626091,69.6,362.35632183908046,317.2,204.7,425.8,318.8,61.7,24.9,255.5,179.8,-20.491803278688526,-9.769844997651484,-43.598055105348465,-14.911937377690801,258.0333333333333,376.2666666666667,40.46666666666666,217.5666666666667,1.8860606060606004,9,0,medium,1
XI,Matières textiles et ouvrages en ces matières,2018,211.1,316.6,-149.1,-84.2,31.0,180.1,116.2,200.4,0.4444444444444444,4,2017_2019,0,149.1,84.2,580.9677419354839,1.4158283031522467,6.809677419354839,85.31501657982,0.6667719519898926,0.2667814113597246,0.8987025948103792,4259.1,7462.1,4.956446197553474,82.59256621245372,0.6319211834506546,62.0,340.48387096774195,252.2,317.2,384.2,425.8,34.8,61.7,217.4,255.5,-16.296590007930213,-17.59500260281103,-10.91954022988505,-17.157313707451706,260.16666666666663,375.5333333333333,42.5,217.66666666666666,1.8860606060606004,9,0,medium,1
XI,Matières textiles et ouvrages en ces matières,2019,260.9,354.2,-157.3,-88.19999999999999,51.8,209.1,133.0,221.2,0.5555555555555556,5,2017_2019,0,157.3,88.19999999999999,403.66795366795367,1.6586141131595675,5.036679536679537,80.14564967420468,0.7365894974590627,0.3894736842105263,0.9452983725135624,4406.3,7113.4,5.921067562353902,98.66669488584729,0.5558246883030361,103.6,251.83397683397683,211.1,252.2,316.6,384.2,31.0,34.8,180.1,217.4,23.5907153008053,11.87618445988628,67.09677419354838,16.102165463631316,241.39999999999998,351.6666666666667,39.199999999999996,202.20000000000002,1.8860606060606004,9,0,medium,1
XI,Matières textiles et ouvrages en ces matières,2020,204.0,308.1,-103.8,-31.5,50.1,153.9,138.3,169.8,0.6666666666666666,6,2020_2021,1,103.80000000000001,31.5,307.185628742515,1.9653179190751446,4.07185628742515,75.44117647058823,0.662122687439143,0.36225596529284165,0.9063604240282686,4923.6,8625.5,4.143309773336583,69.0427320611133,0.5441044587354269,100.19999999999999,203.5928143712575,260.9,211.1,354.2,316.6,51.8,31.0,209.1,180.1,-21.809122269068602,-13.015245623941265,-3.281853281853274,-26.39885222381635,225.33333333333334,326.3,44.300000000000004,181.03333333333333,1.8860606060606004,9,1,medium,1
XI,Matières textiles et ouvrages en ces matières,2021,302.9,398.1,-207.5,-125.10000000000002,47.7,255.2,136.5,261.6,0.7777777777777778,7,2020_2021,1,207.5,125.10000000000002,535.0104821802934,1.4597590361445782,6.350104821802934,84.25222845823704,0.7608641044963576,0.3494505494505495,0.9755351681957185,5418.6,9230.5,5.59000479828738,93.14997541149104,0.626084618745169,95.39999999999998,317.5052410901468,204.0,260.9,308.1,354.2,50.1,51.8,153.9,209.1,48.480392156862735,29.211295034079843,-4.790419161676644,65.82196231319037,255.9333333333333,353.4666666666667,49.86666666666667,206.06666666666663,1.8860606060606004,9,1,medium,1
XI,Matières textiles et ouvrages en ces matières,2022,357.9,383.4,-241.1,-161.39999999999998,58.4,299.5,111.0,272.4,0.8888888888888888,8,post_2021,0,241.1,161.39999999999998,512.8424657534247,1.484446287847366,6.1284246575342465,83.68259290304555,0.9334898278560251,0.5261261261261261,1.0994860499265786,6364.8,10285.6,5.623114630467571,93.7017066111509,0.5733599238004525,116.79999999999995,306.4212328767124,302.9,204.0,398.1,308.1,47.7,50.1,255.2,153.9,18.157807857378675,-3.6925395629238995,22.43186582809223,17.358934169279003,288.26666666666665,363.2,52.06666666666666,236.19999999999996,1.8860606060606004,9,2,medium,1
XI,Matières textiles et ouvrages en ces matières,2023,197.9,239.0,-119.70000000000002,-22.19999999999999,39.1,158.8,108.4,130.6,1.0,9,post_2021,0,119.70000000000002,22.19999999999999,406.1381074168798,1.653299916457811,5.061381074168798,80.24254674077818,0.8280334728033473,0.3607011070110701,1.215926493108729,6286.9,11284.7,3.1478152984777874,52.45414417943886,0.8552253860976589,78.19999999999999,253.06905370843995,357.9,302.9,383.4,398.1,58.4,47.7,299.5,255.2,-44.70522492316289,-37.66301512780386,-33.047945205479444,-46.97829716193655,286.2333333333333,340.1666666666667,48.400000000000006,237.83333333333334,1.8860606060606004,9,2,medium,1
XVII,Matériel de transport,2014,150.4,132.9,118.8,122.1,134.6,15.8,127.5,5.4,0.0,0,pre_2017,0,-118.8,-122.1,11.73848439821694,1.265993265993266,1.1173848439821694,10.50531914893617,1.1316779533483823,1.055686274509804,2.925925925925926,3056.1,5761.5,4.921304931121364,101.06225675175564,1.8702396514161221,269.2,55.86924219910847,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.4,132.9,134.6,15.8,5.598181818181823,10,3,medium,1
XVII,Matériel de transport,2015,202.0,148.9,162.8,140.1,182.4,19.6,144.5,4.4,0.1111111111111111,1,pre_2017,0,-162.8,-140.1,10.74561403508772,1.2407862407862407,1.1074561403508771,9.702970297029703,1.3566151779717932,1.2622837370242215,4.454545454545454,3126.4,6266.0,6.461105424769703,132.68307988983946,3.192261717521233,364.79999999999995,55.37280701754387,150.4,0.0,132.9,0.0,134.6,0.0,15.8,0.0,34.30851063829787,12.039127163280662,35.51263001485886,24.05063291139241,176.2,140.9,158.5,17.700000000000003,5.598181818181823,10,3,medium,1
XVII,Matériel de transport,2016,175.10000000000002,141.7,140.5,134.3,157.8,17.3,138.0,3.7,0.2222222222222222,2,pre_2017,0,-140.5,-134.3,10.963244613434728,1.2462633451957297,1.1096324461343474,9.880068532267275,1.2357092448835572,1.1434782608695653,4.675675675675675,3483.8,7737.0,5.026120902462829,103.21472215588213,3.5321974148061104,315.6,55.48162230671737,202.0,150.4,148.9,132.9,182.4,134.6,19.6,15.8,-13.316831683168306,-4.835460040295512,-13.486842105263156,-11.734693877551024,175.83333333333334,141.16666666666666,158.26666666666668,17.566666666666666,5.598181818181823,10,3,medium,1
XVII,Matériel de transport,2017,220.4,182.3,194.2,172.5,207.3,13.1,177.4,4.9,0.3333333333333333,3,2017_2019,0,-194.20000000000002,-172.5,6.319343945972021,1.1349124613800208,1.0631934394597202,5.943738656987295,1.2089961601755348,1.1685456595264938,2.6734693877551017,3979.1,7398.3,5.538940966550225,113.74582187630587,1.5049237282286079,414.6,53.15967197298601,175.10000000000002,202.0,141.7,148.9,157.8,182.4,17.3,19.6,25.870930896630483,28.652081863091055,31.36882129277566,-24.27745664739885,199.16666666666666,157.63333333333335,182.5,16.666666666666668,5.598181818181823,10,0,medium,1
XVII,Matériel de transport,2018,225.3,186.0,208.7,178.8,217.0,8.3,182.4,3.6,0.4444444444444444,4,2017_2019,0,-208.7,-178.8,3.8248847926267286,1.0795400095831338,1.0382488479262673,3.683976919662672,1.2112903225806453,1.1896929824561404,2.305555555555556,4259.1,7462.1,5.289849968303162,108.63057322341257,1.1158625730994154,434.0,51.91244239631337,220.4,175.10000000000002,182.3,141.7,207.3,157.8,13.1,17.3,2.2232304900181514,2.029621503016999,4.679208876025079,-36.6412213740458,206.93333333333337,170.0,194.03333333333333,12.9,5.598181818181823,10,0,medium,1
XVII,Matériel de transport,2019,284.3,171.5,232.3,163.7,258.3,26.0,167.6,3.9,0.5555555555555556,5,2017_2019,0,-232.3,-163.7,10.065814943863725,1.2238484718037022,1.1006581494386372,9.14526908195568,1.657725947521866,1.5411694510739857,6.666666666666667,4406.3,7113.4,6.452125365953294,132.49866843343682,5.125497215592681,516.6,55.03290747193186,225.3,220.4,186.0,182.3,217.0,207.3,8.3,13.1,26.187305814469596,-7.795698924731183,19.03225806451613,213.25301204819277,243.33333333333334,179.9333333333333,227.53333333333333,15.800000000000002,5.598181818181823,10,0,medium,1
XVII,Matériel de transport,2020,200.2,184.8,183.4,179.4,191.8,8.4,182.1,2.7,0.6666666666666666,6,2020_2021,1,-183.4,-179.4,4.37956204379562,1.0916030534351144,1.0437956204379562,4.195804195804196,1.0833333333333333,1.0532674354750138,3.111111111111111,4923.6,8625.5,4.066130473637176,83.50068277911473,2.0578436756360974,383.6,52.18978102189781,284.3,225.3,171.5,186.0,258.3,217.0,26.0,8.3,-29.581428068941268,7.755102040816333,-25.745257452574528,-67.6923076923077,236.6,180.76666666666665,222.36666666666667,14.233333333333334,5.598181818181823,10,1,medium,1
XVII,Matériel de transport,2021,225.6,225.2,192.4,215.2,209.0,16.6,220.2,5.0,0.7777777777777778,7,2020_2021,1,-192.4,-215.2,7.942583732057416,1.1725571725571724,1.079425837320574,7.3581560283687955,1.0017761989342806,0.9491371480472298,3.3200000000000003,5418.6,9230.5,4.163437050160558,85.49893778624748,2.3708628519527704,418.0,53.9712918660287,200.2,284.3,184.8,171.5,191.8,258.3,8.4,26.0,12.68731268731269,21.86147186147185,8.967674661105312,97.61904761904762,236.70000000000002,193.83333333333334,219.70000000000002,17.000000000000004,5.598181818181823,10,1,medium,1
XVII,Matériel de transport,2022,208.5,207.8,172.89999999999998,197.8,190.7,17.8,202.8,5.0,0.8888888888888888,8,post_2021,0,-172.89999999999998,-197.8,9.334032511798638,1.205899363794101,1.0933403251179865,8.537170263788969,1.0033686236766122,0.940335305719921,3.56,6364.8,10285.6,3.275829562594269,67.2713300564486,2.619664694280079,381.4,54.66701625589933,225.6,200.2,225.2,184.8,209.0,191.8,16.6,8.4,-7.579787234042551,-7.726465364120772,-8.755980861244025,7.228915662650598,211.4333333333333,205.9333333333333,197.16666666666666,14.266666666666671,5.598181818181823,10,2,medium,1
XVII,Matériel de transport,2023,220.1,180.7,161.9,159.3,191.0,29.1,170.0,10.7,1.0,9,post_2021,0,-161.9,-159.3,15.235602094240837,1.3594811612106237,1.1523560209424084,13.221263062244434,1.2180409518539015,1.1235294117647059,2.7196261682242993,6286.9,11284.7,3.5009305062908584,71.89392704755674,1.5960967564595934,382.0,57.61780104712042,208.5,225.6,207.8,225.2,190.7,209.0,17.8,16.6,5.56354916067146,-13.04138594802696,0.15731515469324142,63.48314606741573,218.0666666666667,204.5666666666667,196.9,21.16666666666667,5.598181818181823,10,2,medium,1
XV,Métaux communs et ouvrages en ces métaux,2014,208.2,575.8,107.0,165.6,157.6,50.6,370.7,205.1,0.0,0,pre_2017,0,-107.0,-165.6,32.10659898477158,1.9457943925233643,1.3210659898477157,24.303554274735834,0.36158388329281,0.42514162395468036,0.2467089224768406,3056.1,5761.5,6.812604299597526,117.39834718108342,-0.17843270147783977,315.19999999999993,66.0532994923858,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,208.2,575.8,157.6,50.6,6.686666666666674,11,3,medium,1
XV,Métaux communs et ouvrages en ces métaux,2015,184.1,493.9,103.29999999999998,158.5,143.7,40.4,326.2,167.7,0.1111111111111111,1,pre_2017,0,-103.29999999999998,-158.5,28.114126652748784,1.782187802516941,1.281141266527488,21.944595328625745,0.37274751974083825,0.44052728387492335,0.24090638044126417,3126.4,6266.0,5.888561924257932,101.47476747213724,-0.19962090343365918,287.4,64.05706332637439,208.2,0.0,575.8,0.0,157.6,0.0,50.6,0.0,-11.575408261287222,-14.223688780826674,-8.819796954314725,-20.158102766798425,196.14999999999998,534.8499999999999,150.64999999999998,45.5,6.686666666666674,11,3,medium,1
XV,Métaux communs et ouvrages en ces métaux,2016,230.9,586.8,108.3,206.8,169.6,61.3,396.8,190.0,0.2222222222222222,2,pre_2017,0,-108.3,-206.8,36.1438679245283,2.1320406278855035,1.361438679245283,26.54828930272845,0.39349011588275395,0.42741935483870963,0.3226315789473684,3483.8,7737.0,6.627820196337332,114.2140512269845,-0.10478777589134125,339.2,68.07193396226415,184.1,208.2,493.9,575.8,143.7,157.6,40.4,50.6,25.420966865833794,18.80947560234865,18.023660403618656,51.73267326732673,207.73333333333335,552.1666666666666,156.96666666666667,50.76666666666667,6.686666666666674,11,3,medium,1
XV,Métaux communs et ouvrages en ces métaux,2017,288.5,569.5,84.30000000000001,170.70000000000002,186.4,102.1,370.1,199.4,0.3333333333333333,3,2017_2019,0,-84.30000000000001,-170.70000000000002,54.77467811158798,3.422301304863582,1.5477467811158798,35.38994800693241,0.5065847234416154,0.5036476627938394,0.5120361083249749,3979.1,7398.3,7.250383252494283,124.94238221388005,0.008388445531135491,372.79999999999995,77.387339055794,230.9,184.1,586.8,493.9,169.6,143.7,61.3,40.4,24.945864010394107,-2.948193592365364,9.905660377358497,66.557911908646,234.5,550.0666666666666,166.56666666666663,67.93333333333334,6.686666666666674,11,0,medium,1
XV,Métaux communs et ouvrages en ces métaux,2018,309.9,584.1,79.1,125.5,194.5,115.4,354.8,229.3,0.4444444444444444,4,2017_2019,0,-79.1,-125.5,59.331619537275074,3.9178255372945636,1.5933161953727506,37.237818651177804,0.5305598356445813,0.548196166854566,0.5032708242477104,4259.1,7462.1,7.276185109530181,125.38701325907316,-0.044925342606855545,389.0,79.66580976863753,288.5,230.9,569.5,586.8,186.4,169.6,102.1,61.3,7.417677642980928,2.563652326602287,4.3454935622317565,13.026444662095995,276.43333333333334,580.1333333333333,183.5,92.93333333333334,6.686666666666674,11,0,medium,1
XV,Métaux communs et ouvrages en ces métaux,2019,303.9,649.0999999999999,101.70000000000002,126.7,202.8,101.1,387.9,261.2,0.5555555555555556,5,2017_2019,0,-101.70000000000002,-126.69999999999999,49.85207100591715,2.988200589970501,1.4985207100591713,33.267522211253706,0.46818672007394857,0.5228151585460171,0.38705972434915775,4406.3,7113.4,6.896943013412613,118.8517158444967,-0.13575543419685937,405.6,74.92603550295857,309.9,288.5,584.1,569.5,194.5,186.4,115.4,102.1,-1.9361084220716362,11.128231467214498,4.2673521850899805,-12.391681109185452,300.76666666666665,600.9,194.5666666666667,106.19999999999999,6.686666666666674,11,0,medium,1
XV,Métaux communs et ouvrages en ces métaux,2020,195.5,498.4,172.3,426.4,183.9,11.6,462.4,36.0,0.6666666666666666,6,2020_2021,1,-172.3,-426.4,6.307775965198477,1.134648868253047,1.0630777596519847,5.9335038363171355,0.39225521669341895,0.39770761245674746,0.3222222222222222,4923.6,8625.5,3.9706718661142255,68.42468662208627,-0.07548539023452527,367.79999999999995,53.153887982599244,303.9,309.9,649.0999999999999,584.1,202.8,194.5,101.1,115.4,-35.66962816716025,-23.216761670004615,-9.319526627218936,-88.52621167161226,269.76666666666665,577.1999999999999,193.73333333333335,76.03333333333335,6.686666666666674,11,1,medium,1
XV,Métaux communs et ouvrages en ces métaux,2021,224.5,464.4,197.1,393.0,210.8,13.7,428.7,35.7,0.7777777777777778,7,2020_2021,1,-197.10000000000002,-393.0,6.499051233396584,1.139015728056824,1.0649905123339658,6.102449888641425,0.48341946597760554,0.4917191509213903,0.3837535014005602,5418.6,9230.5,4.143136603550732,71.39668884497505,-0.1079656495208301,421.6,53.24952561669829,195.5,303.9,498.4,649.0999999999999,183.9,202.8,11.6,101.1,14.83375959079284,-6.821829855537722,14.62751495377923,18.103448275862068,241.29999999999998,537.3,199.16666666666666,42.13333333333333,6.686666666666674,11,1,medium,1
XV,Métaux communs et ouvrages en ces métaux,2022,318.6,538.2,263.0,412.8,290.8,27.8,475.5,62.7,0.8888888888888888,8,post_2021,0,-263.0,-412.8,9.559834938101789,1.211406844106464,1.095598349381018,8.725674827369742,0.5919732441471571,0.6115667718191378,0.4433811802232855,6364.8,10285.6,5.005656108597285,86.26007439488781,-0.16818559159585228,581.6000000000001,54.779917469050886,224.5,195.5,464.4,498.4,210.8,183.9,13.7,11.6,41.91536748329622,15.891472868217068,37.950664136622386,102.9197080291971,246.20000000000002,500.3333333333333,228.5,17.7,6.686666666666674,11,2,medium,1
XV,Métaux communs et ouvrages en ces métaux,2023,261.4,490.8,224.0,379.8,242.7,18.7,435.3,55.5,1.0,9,post_2021,0,-224.0,-379.8,7.704985578903997,1.1669642857142857,1.07704985578904,7.153787299158379,0.5325998370008149,0.5575465196416264,0.33693693693693694,6286.9,11284.7,4.1578520415467075,71.65027294039584,-0.22060958270468944,485.4,53.852492789452,318.6,224.5,538.2,464.4,290.8,210.8,27.8,13.7,-17.9535467671061,-8.807134894091421,-16.54057771664375,-32.73381294964029,268.1666666666667,497.8,248.1,20.066666666666666,6.686666666666674,11,2,medium,1
XXI,"Objets d'art, de collection ou d'antiquité",2014,0.2,0.1,-0.2,-0.1,0.0,0.2,0.0,0.1,0.0,0,pre_2017,0,0.2,0.1,0.0,1.0,0.0,100.0,2.0,0.0,2.0,3056.1,5761.5,0.006544288472235857,109.62528531560814,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.0,0.2,-0.006666666666666649,12,3,small,2
XXI,"Objets d'art, de collection ou d'antiquité",2015,0.3,0.1,-0.3,-0.1,0.0,0.3,0.0,0.1,0.1111111111111111,1,pre_2017,0,0.3,0.1,0.0,1.0,0.0,100.0,2.9999999999999996,0.0,2.9999999999999996,3126.4,6266.0,0.009595701125895598,160.7403888432526,2.9999999999999996,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.2,0.0,49.999999999999986,0.0,0.0,49.999999999999986,0.25,0.1,0.0,0.25,-0.006666666666666649,12,3,small,2
XXI,"Objets d'art, de collection ou d'antiquité",2016,0.2,0.1,-0.2,-0.1,0.0,0.2,0.0,0.1,0.2222222222222222,2,pre_2017,0,0.2,0.1,0.0,1.0,0.0,100.0,2.0,0.0,2.0,3483.8,7737.0,0.00574085768413801,96.16678180522132,2.0,0.0,0.0,0.3,0.2,0.1,0.1,0.0,0.0,0.3,0.2,-33.33333333333333,0.0,0.0,-33.33333333333333,0.2333333333333333,0.1,0.0,0.2333333333333333,-0.006666666666666649,12,3,small,2
XXI,"Objets d'art, de collection ou d'antiquité",2017,0.3,0.1,-0.3,-0.1,0.0,0.3,0.0,0.1,0.3333333333333333,3,2017_2019,0,0.3,0.1,0.0,1.0,0.0,100.0,2.9999999999999996,0.0,2.9999999999999996,3979.1,7398.3,0.007539393330150033,126.29457708515616,2.9999999999999996,0.0,0.0,0.2,0.3,0.1,0.1,0.0,0.0,0.2,0.3,49.999999999999986,0.0,0.0,49.999999999999986,0.26666666666666666,0.1,0.0,0.26666666666666666,-0.006666666666666649,12,0,small,2
XXI,"Objets d'art, de collection ou d'antiquité",2018,0.4,0.2,-0.4,0.0,0.0,0.4,0.1,0.1,0.4444444444444444,4,2017_2019,0,0.4,0.0,0.0,1.0,0.0,100.0,2.0,0.0,4.0,4259.1,7462.1,0.009391655514075743,157.32236127493132,4.0,0.0,0.0,0.3,0.2,0.1,0.1,0.0,0.0,0.3,0.2,33.33333333333335,100.0,0.0,33.33333333333335,0.3,0.13333333333333333,0.0,0.3,-0.006666666666666649,12,0,small,2
XXI,"Objets d'art, de collection ou d'antiquité",2019,0.3,0.4,-0.3,0.1999999999999999,0.0,0.3,0.3,0.1,0.5555555555555556,5,2017_2019,0,0.3,-0.19999999999999998,0.0,1.0,0.0,100.0,0.7499999999999999,0.0,2.9999999999999996,4406.3,7113.4,0.006808433379479381,114.05005371389714,2.9999999999999996,0.0,0.0,0.4,0.3,0.2,0.1,0.0,0.0,0.4,0.3,-25.000000000000007,100.0,0.0,-25.000000000000007,0.3333333333333333,0.23333333333333336,0.0,0.3333333333333333,-0.006666666666666649,12,0,small,2
XXI,"Objets d'art, de collection ou d'antiquité",2020,0.2,0.2,-0.2,0.0,0.0,0.2,0.1,0.1,0.6666666666666666,6,2020_2021,1,0.2,0.0,0.0,1.0,0.0,100.0,1.0,0.0,2.0,4923.6,8625.5,0.004062068405231944,68.04489285340604,2.0,0.0,0.0,0.3,0.4,0.4,0.2,0.0,0.0,0.3,0.4,-33.33333333333333,-50.0,0.0,-33.33333333333333,0.3,0.26666666666666666,0.0,0.3,-0.006666666666666649,12,1,small,2
XXI,"Objets d'art, de collection ou d'antiquité",2021,0.2,0.2,-0.2,0.0,0.0,0.2,0.1,0.1,0.7777777777777778,7,2020_2021,1,0.2,0.0,0.0,1.0,0.0,100.0,1.0,0.0,2.0,5418.6,9230.5,0.00369099029269553,61.82885513841767,2.0,0.0,0.0,0.2,0.3,0.2,0.4,0.0,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.2333333333333333,0.26666666666666666,0.0,0.2333333333333333,-0.006666666666666649,12,1,small,2
XXI,"Objets d'art, de collection ou d'antiquité",2022,0.2,0.0,0.0,0.0,0.1,0.1,0.0,0.0,0.8888888888888888,8,post_2021,0,0.0,0.0,100.0,0.0,2.0,50.0,0.0,0.0,0.0,6364.8,10285.6,0.0031422825540472605,52.63729173784408,0.0,0.20000000000000004,99.99999999999999,0.2,0.2,0.2,0.2,0.0,0.0,0.2,0.2,0.0,-100.0,0.0,-50.0,0.2,0.13333333333333333,0.03333333333333333,0.16666666666666666,-0.006666666666666649,12,2,small,2
XXI,"Objets d'art, de collection ou d'antiquité",2023,0.2,0.1,0.0,-0.1,0.1,0.1,0.0,0.1,1.0,9,post_2021,0,0.0,0.1,100.0,0.0,2.0,50.0,2.0,0.0,1.0,6286.9,11284.7,0.003181218088406051,53.289512232265515,1.0,0.20000000000000004,99.99999999999999,0.2,0.2,0.0,0.2,0.1,0.0,0.1,0.2,0.0,0.0,0.0,0.0,0.2,0.10000000000000002,0.06666666666666667,0.13333333333333333,-0.006666666666666649,12,2,small,2
XIII,"Ouvrages en pierres, plâtres, ciments, amiante, mica ou matières analogues",2014,16.5,85.3,14.9,73.7,15.7,0.8,79.5,5.8,0.0,0,pre_2017,0,-14.899999999999999,-73.7,5.095541401273886,1.1073825503355705,1.0509554140127388,4.848484848484849,0.19343493552168817,0.19748427672955973,0.13793103448275862,3056.1,5761.5,0.5399037989594582,108.75895239309902,-0.059553242246801114,31.400000000000002,52.547770700636946,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.5,85.3,15.7,0.8,2.6909090909090905,13,3,small,2
