SH,LIBELLES,year,production_fcfa,production_tonnes,consommation_fcfa,consommation_tonnes,imports_fcfa,exports_fcfa,imports_tonnes,exports_tonnes,year_normalized,years_since_start,economic_period,is_covid_period,balance_commerciale_fcfa,balance_commerciale_tonnes,taux_couverture,ratio_prod_conso_fcfa,ratio_prod_imports,intensite_export,prix_unitaire_production,prix_unitaire_imports,prix_unitaire_exports,total_production_fcfa,total_production_tonnes,part_marche_production,indice_specialisation,valeur_ajoutee_estimee,demande_interieure,taux_autosuffisance,production_fcfa_lag1,production_fcfa_lag2,production_tonnes_lag1,production_tonnes_lag2,imports_fcfa_lag1,imports_fcfa_lag2,exports_fcfa_lag1,exports_fcfa_lag2,production_fcfa_growth,production_tonnes_growth,imports_fcfa_growth,exports_fcfa_growth,production_fcfa_ma3,production_tonnes_ma3,imports_fcfa_ma3,exports_fcfa_ma3,production_trend,sector_encoded,period_encoded,sector_size_category,sector_size_encoded
IV,"Produits des industries alimentaires : boissons, alcool, etc.",2017,125.1,345.1,105.3,188.5,115.2,9.9,266.8,78.3,0.3333333333333333,3,2017_2019,0,-105.3,-188.5,8.59375,1.188034188034188,1.0859375,7.913669064748202,0.36250362213851056,0.43178410794602695,0.12643678160919541,3979.1,7398.3,3.143927018672564,101.96341172943744,-0.30534732633683154,230.4,54.296875,121.6,118.5,432.9,340.6,113.5,111.0,8.1,7.5,2.8782894736842106,-20.281820281820274,1.4977973568281964,22.222222222222232,121.73333333333333,372.8666666666666,113.23333333333333,8.5,7.953333333333335,17,0,medium,1
IV,"Produits des industries alimentaires : boissons, alcool, etc.",2018,124.0,376.7,105.0,224.7,114.5,9.5,300.7,76.0,0.4444444444444444,4,2017_2019,0,-105.0,-224.7,8.296943231441048,1.180952380952381,1.0829694323144106,7.661290322580645,0.3291744093443058,0.38077818423678084,0.125,4259.1,7462.1,2.9114132093634804,94.42255561841611,-0.25577818423678084,229.0,54.14847161572053,125.1,121.6,345.1,432.9,115.2,113.5,9.9,8.1,-0.8792965627497956,9.156766154737747,-0.6076388888888913,-4.040404040404043,123.56666666666666,384.90000000000003,114.39999999999999,9.166666666666666,7.953333333333335,17,0,medium,1
IV,"Produits des industries alimentaires : boissons, alcool, etc.",2019,114.8,258.5,96.8,160.5,105.8,9.0,209.5,49.0,0.5555555555555556,5,2017_2019,0,-96.8,-160.5,8.506616257088847,1.1859504132231404,1.0850661625708884,7.839721254355402,0.444100580270793,0.5050119331742243,0.1836734693877551,4406.3,7113.4,2.6053605065474432,84.49669615577672,-0.32133846378646924,211.6,54.25330812854442,124.0,125.1,376.7,345.1,114.5,115.2,9.5,9.9,-7.41935483870968,-31.377754181045926,-7.5982532751091725,-5.263157894736842,121.3,326.76666666666665,111.83333333333333,9.466666666666667,7.953333333333335,17,0,medium,1
IV,"Produits des industries alimentaires : boissons, alcool, etc.",2020,130.4,343.2,109.8,201.2,120.1,10.3,272.2,71.0,0.6666666666666666,6,2020_2021,1,-109.8,-201.2,8.576186511240634,1.1876138433515484,1.0857618651124064,7.898773006134969,0.37995337995337997,0.44121969140337985,0.14507042253521127,4923.6,8625.5,2.6484686002112277,85.89477196256419,-0.2961492688681686,240.2,54.28809325562032,114.8,124.0,258.5,376.7,105.8,114.5,9.0,9.5,13.588850174216036,32.76595744680851,13.516068052930056,14.444444444444452,123.06666666666668,326.1333333333333,113.46666666666665,9.600000000000001,7.953333333333335,17,1,medium,1
IV,"Produits des industries alimentaires : boissons, alcool, etc.",2021,169.6,384.8,131.4,239.2,150.5,19.1,312.0,72.8,0.7777777777777778,7,2020_2021,1,-131.4,-239.2,12.691029900332227,1.2907153729071537,1.1269102990033222,11.26179245283019,0.4407484407484407,0.4823717948717949,0.2623626373626374,5418.6,9230.5,3.1299597682058096,101.5104277696917,-0.2200091575091575,301.0,56.345514950166105,130.4,114.8,343.2,258.5,120.1,105.8,10.3,9.0,30.061349693251522,12.121212121212128,25.312239800166537,85.4368932038835,138.26666666666668,328.8333333333333,125.46666666666665,12.800000000000002,7.953333333333335,17,1,medium,1
IV,"Produits des industries alimentaires : boissons, alcool, etc.",2022,172.5,482.7,128.7,311.1,150.6,21.9,396.9,85.8,0.8888888888888888,8,post_2021,0,-128.7,-311.09999999999997,14.54183266932271,1.3403263403263403,1.1454183266932272,12.695652173913045,0.3573648228713487,0.3794406651549509,0.25524475524475526,6364.8,10285.6,2.710218702865762,87.89744285915445,-0.12419590991019563,301.20000000000005,57.27091633466135,169.6,130.4,384.8,343.2,150.5,120.1,19.1,10.3,1.709905660377362,25.441787941787936,0.06644518272424871,14.65968586387433,157.5,403.56666666666666,140.4,17.1,7.953333333333335,17,2,medium,1
IV,"Produits des industries alimentaires : boissons, alcool, etc.",2023,183.1,653.5999999999999,135.70000000000002,418.0,159.4,23.7,535.8,117.8,1.0,9,post_2021,0,-135.70000000000002,-417.99999999999994,14.868255959849435,1.3492999263080323,1.1486825595984942,12.94374658656472,0.28014075887392903,0.29749906681597615,0.20118845500848898,6286.9,11284.7,2.9124051599357395,94.45472642391313,-0.09631061180748718,318.8,57.43412797992471,172.5,169.6,482.7,384.8,150.6,150.5,21.9,19.1,6.14492753623188,35.405013465920845,5.843293492695891,8.219178082191785,175.0666666666667,507.0333333333333,153.5,21.566666666666666,7.953333333333335,17,2,medium,1
VI,Produits des industries chimiques et connexes,2014,232.5,349.6,223.9,338.8,228.2,4.3,344.2,5.4,0.0,0,pre_2017,0,-223.89999999999998,-338.8,1.8843120070113937,1.0384100044662796,1.018843120070114,1.8494623655913978,0.6650457665903889,0.6629866356769321,0.7962962962962962,3056.1,5761.5,7.607735348974183,105.9437636380931,0.1333096606193641,456.4,50.9421560035057,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,232.5,349.6,228.2,4.3,18.781818181818185,18,3,large,0
VI,Produits des industries chimiques et connexes,2015,256.5,365.8,238.5,355.8,247.5,9.0,360.8,5.0,0.1111111111111111,1,pre_2017,0,-238.5,-355.8,3.6363636363636362,1.0754716981132075,1.0363636363636364,3.508771929824561,0.7012028430836522,0.6859756097560975,1.8,3126.4,6266.0,8.204324462640738,114.25174139337497,1.1140243902439027,495.0,51.81818181818182,232.5,0.0,349.6,0.0,228.2,0.0,4.3,0.0,10.32258064516129,4.633867276887868,8.457493426818585,109.30232558139537,244.5,357.70000000000005,237.85,6.65,18.781818181818185,18,3,large,0
VI,Produits des industries chimiques et connexes,2016,316.5,461.2,288.5,447.4,302.5,14.0,454.3,6.9,0.2222222222222222,2,pre_2017,0,-288.5,-447.40000000000003,4.628099173553719,1.097053726169844,1.0462809917355371,4.423380726698262,0.6862532523850824,0.6658595641646489,2.0289855072463765,3483.8,7737.0,9.0849072851484,126.51455734741523,1.3631259430817275,605.0,52.314049586776854,256.5,232.5,365.8,349.6,247.5,228.2,9.0,4.3,23.391812865497073,26.079825041006004,22.22222222222222,55.55555555555556,268.5,392.2,259.40000000000003,9.1,18.781818181818185,18,3,large,0
VI,Produits des industries chimiques et connexes,2017,267.9,438.8,259.1,421.6,263.5,4.4,430.2,8.6,0.3333333333333333,3,2017_2019,0,-259.1,-421.59999999999997,1.6698292220113855,1.0339637205712078,1.0166982922201138,1.6424038820455396,0.6105287146763901,0.6125058112505811,0.5116279069767442,3979.1,7398.3,6.73267824382398,93.75789769174843,-0.10087790427383692,527.0,50.834914611005686,316.5,256.5,461.2,365.8,302.5,247.5,14.0,9.0,-15.355450236966831,-4.85689505637467,-12.892561983471074,-68.57142857142857,280.3,421.93333333333334,271.1666666666667,9.133333333333333,18.781818181818185,18,0,large,0
VI,Produits des industries chimiques et connexes,2018,330.6,480.1,305.6,458.3,318.1,12.5,469.2,10.9,0.4444444444444444,4,2017_2019,0,-305.6,-458.3,3.929581892486639,1.081806282722513,1.0392958189248664,3.7810042347247426,0.6886065403041033,0.6779624893435636,1.146788990825688,4259.1,7462.1,7.762203282383602,108.09485242813611,0.46882650148212446,636.2,51.96479094624332,267.9,316.5,438.8,461.2,263.5,302.5,4.4,14.0,23.404255319148955,9.412032816773019,20.721062618595834,184.09090909090907,305.0,460.03333333333336,294.7,10.299999999999999,18.781818181818185,18,0,large,0
VI,Produits des industries chimiques et connexes,2019,286.0,397.7,270.0,366.1,278.0,8.0,381.9,15.8,0.5555555555555556,5,2017_2019,0,-270.0,-366.09999999999997,2.877697841726619,1.0592592592592593,1.0287769784172662,2.797202797202797,0.7191350264018105,0.7279392511128568,0.5063291139240506,4406.3,7113.4,6.49070648843701,90.38824860645681,-0.2216101371888063,556.0,51.438848920863315,330.6,267.9,480.1,438.8,318.1,263.5,12.5,4.4,-13.490623109497887,-17.16309102270361,-12.606098711097147,-36.0,294.8333333333333,438.8666666666666,286.5333333333333,8.299999999999999,18.781818181818185,18,0,large,0
VI,Produits des industries chimiques et connexes,2020,319.7,519.1,302.7,486.3,311.2,8.5,502.7,16.4,0.6666666666666666,6,2020_2021,1,-302.7,-486.3,2.7313624678663238,1.0561612157251403,1.0273136246786632,2.658742571160463,0.615873627432094,0.6190570917047941,0.5182926829268293,4923.6,8625.5,6.493216345763261,90.42320036531018,-0.10076440877796478,622.4,51.36568123393316,286.0,330.6,397.7,480.1,278.0,318.1,8.0,12.5,11.78321678321678,30.52552175006287,11.942446043165464,6.25,312.09999999999997,465.6333333333334,302.43333333333334,9.666666666666666,18.781818181818185,18,1,large,0
VI,Produits des industries chimiques et connexes,2021,312.5,461.9,297.1,425.5,304.8,7.7,443.7,18.2,0.7777777777777778,7,2020_2021,1,-297.1,-425.5,2.526246719160105,1.051834399192191,1.025262467191601,2.4640000000000004,0.6765533665295519,0.6869506423258959,0.42307692307692313,5418.6,9230.5,5.767172332336766,80.3124602013952,-0.26387371924897274,609.5999999999999,51.263123359580064,319.7,286.0,519.1,397.7,311.2,278.0,8.5,8.0,-2.2521113543947417,-11.019071469851674,-2.056555269922872,-9.411764705882351,306.06666666666666,459.5666666666666,298.0,8.066666666666668,18.781818181818185,18,1,large,0
VI,Produits des industries chimiques et connexes,2022,442.6,549.6999999999999,420.0,497.9,431.3,11.3,523.8,25.9,0.8888888888888888,8,post_2021,0,-420.0,-497.9,2.619986088569441,1.053809523809524,1.0261998608856944,2.553095345684591,0.805166454429689,0.8234058801069112,0.43629343629343637,6364.8,10285.6,6.953871292106586,96.83818675948021,-0.3871124438134748,862.6000000000001,51.30999304428472,312.5,319.7,461.9,519.1,304.8,311.2,7.7,8.5,41.632000000000005,19.008443386014278,41.50262467191601,46.753246753246756,358.26666666666665,510.2333333333333,349.1000000000001,9.166666666666668,18.781818181818185,18,2,large,0
VI,Produits des industries chimiques et connexes,2023,422.0,608.0,401.0,581.8,411.5,10.5,594.9,13.1,1.0,9,post_2021,0,-401.0,-581.8,2.551640340218712,1.0523690773067331,1.025516403402187,2.4881516587677726,0.694078947368421,0.6917128929231804,0.8015267175572519,6286.9,11284.7,6.712370166536767,93.47509156858976,0.10981382463407152,823.0,51.275820170109355,442.6,312.5,549.6999999999999,461.9,431.3,304.8,11.3,7.7,-4.654315408947136,10.60578497362199,-4.590772084396014,-7.079646017699121,392.3666666666666,539.8666666666667,382.5333333333333,9.833333333333334,18.781818181818185,18,2,large,0
V,Produits minéraux,2014,693.4,2309.9,542.4,2007.1,617.9,75.5,2158.5,151.4,0.0,0,pre_2017,0,-542.4,-2007.1,12.218805631979285,1.2783923303834808,1.1221880563197928,10.888376117680993,0.3001861552448158,0.28626360898772296,0.49867899603698806,3056.1,5761.5,22.689048133241712,117.93706811725113,0.2124153870492651,1235.8,56.10940281598964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,693.4,2309.9,617.9,75.5,112.50000000000001,19,3,large,0
V,Produits minéraux,2015,571.8,2653.7,524.8,2390.3,548.3,23.5,2522.0,131.7,0.1111111111111111,1,pre_2017,0,-524.8,-2390.3,4.285974831296736,1.0895579268292683,1.0428597483129673,4.109828611402588,0.21547273617967366,0.21740681998413955,0.17843583902809418,3126.4,6266.0,18.28940634595701,95.06784724419526,-0.03897098095604537,1096.6,52.14298741564837,693.4,0.0,2309.9,0.0,617.9,0.0,75.5,0.0,-17.536775310066343,14.883761201783615,-11.263958569347796,-68.87417218543047,632.5999999999999,2481.8,583.0999999999999,49.5,112.50000000000001,19,3,large,0
V,Produits minéraux,2016,483.7,2801.1,466.9,2689.3,475.3,8.4,2745.2,55.9,0.2222222222222222,2,pre_2017,0,-466.90000000000003,-2689.2999999999997,1.7673048600883652,1.0359820089955023,1.0176730486008836,1.7366136034732274,0.17268216057977223,0.17313856913886058,0.15026833631484796,3483.8,7737.0,13.884264309087776,72.17003622023914,-0.022870232824012626,950.6,50.88365243004418,571.8,693.4,2653.7,2309.9,548.3,617.9,23.5,75.5,-15.407485134662465,5.554508799035314,-13.313879263177084,-64.25531914893618,582.9666666666666,2588.233333333333,547.1666666666666,35.800000000000004,112.50000000000001,19,3,large,0
V,Produits minéraux,2017,644.6,3299.3,627.8000000000001,3226.5,636.2,8.4,3262.9,36.4,0.3333333333333333,3,2017_2019,0,-627.8000000000001,-3226.5,1.3203395158755107,1.0267601146862058,1.0132033951587551,1.3031337263419174,0.19537477646773557,0.1949799258328481,0.23076923076923078,3979.1,7398.3,16.199643135382374,84.20531371404788,0.03578930493638269,1272.4,50.66016975793776,483.7,571.8,2801.1,2653.7,475.3,548.3,8.4,23.5,33.26442009510028,17.78586983684982,33.85230380812119,0.0,566.7,2918.033333333333,553.2666666666668,13.433333333333332,112.50000000000001,19,0,large,0
V,Produits minéraux,2018,752.6,3246.2,721.1999999999999,3135.0,736.9,15.7,3190.6,55.6,0.4444444444444444,4,2017_2019,0,-721.1999999999999,-3135.0,2.1305468856018455,1.043538546866334,1.0213054688560186,2.0861015147488704,0.23184030558807223,0.23095969410142292,0.2823741007194244,4259.1,7462.1,17.670399849733514,91.85026795742152,0.05141440661800151,1473.8,51.06527344280093,644.6,483.7,3299.3,2801.1,636.2,475.3,8.4,8.4,16.754576481538937,-1.6094323038220337,15.828355862936172,86.90476190476188,626.9666666666667,3115.5333333333333,616.1333333333333,10.833333333333334,112.50000000000001,19,0,large,0
V,Produits minéraux,2019,782.8000000000001,3172.3,749.4,2719.5,766.1,16.7,2945.9,226.4,0.5555555555555556,5,2017_2019,0,-749.4,-2719.5,2.1798720793630073,1.0445689885241527,1.02179872079363,2.1333673990802247,0.24676102512372727,0.2600563495026987,0.07376325088339222,4406.3,7113.4,17.765472164854867,92.34445132019134,-0.18629309861930646,1532.2,51.089936039681504,752.6,644.6,3246.2,3299.3,736.9,636.2,15.7,8.4,4.012755779962802,-2.276507916949037,3.9625457999728657,6.369426751592357,726.6666666666666,3239.2666666666664,713.0666666666667,13.6,112.50000000000001,19,0,large,0
V,Produits minéraux,2020,839.5,4492.7,667.9000000000001,3188.7,753.7,85.8,3840.7,652.0,0.6666666666666666,6,2020_2021,1,-667.9000000000001,-3188.7,11.383839724028128,1.256924689324749,1.1138383972402812,10.220369267421084,0.18685868186168675,0.19624026870101807,0.13159509202453987,4923.6,8625.5,17.050532130961084,88.62821205876782,-0.0646451766764782,1507.4,55.69191986201406,782.8000000000001,752.6,3172.3,3246.2,766.1,736.9,16.7,15.7,7.243229432805305,41.62279733946977,-1.6185876517425892,413.7724550898203,791.6333333333333,3637.066666666667,752.2333333333335,39.4,112.50000000000001,19,1,large,0
V,Produits minéraux,2021,997.6,5281.6,761.0,3551.4,879.3,118.3,4416.5,865.1,0.7777777777777778,7,2020_2021,1,-761.0,-3551.4,13.453883771181621,1.3109067017082787,1.1345388377118164,11.858460304731356,0.1888821569221448,0.1990943054454885,0.13674719685585482,5418.6,9230.5,18.410659579965305,95.69811832629156,-0.06234710858963369,1758.6000000000001,56.72694188559081,839.5,782.8000000000001,4492.7,3172.3,753.7,766.1,85.8,16.7,18.83263847528291,17.559596679057147,16.66445535358895,37.878787878787875,873.3000000000001,4315.533333333334,799.6999999999999,73.60000000000001,112.50000000000001,19,1,large,0
V,Produits minéraux,2022,1539.4,5548.400000000001,1325.2,2967.8,1432.3,107.1,4258.1,1290.3,0.8888888888888888,8,post_2021,0,-1325.2,-2967.8,7.477483767367171,1.1616359794747964,1.0747748376736719,6.9572560737949845,0.2774493547689424,0.33637068175947016,0.08300395256916995,6364.8,10285.6,24.18614881850176,125.71895762002028,-0.25336672919030023,2864.6,53.738741883683595,997.6,839.5,5281.6,4492.7,879.3,753.7,118.3,85.8,54.310344827586206,5.0514995455922485,62.89093597179575,-9.467455621301777,1125.5,5107.566666666667,1021.7666666666668,103.73333333333333,112.50000000000001,19,2,large,0
V,Produits minéraux,2023,1649.5,6207.6,1486.9,3846.0,1568.2,81.3,5026.8,1180.8,1.0,9,post_2021,0,-1486.9,-3846.0,5.184287718403264,1.1093550339632792,1.0518428771840327,4.928766292816005,0.2657226625426896,0.3119678523116098,0.06885162601626016,6286.9,11284.7,26.237096184128905,136.37972742157416,-0.24311622629534962,3136.3999999999996,52.592143859201634,1539.4,997.6,5548.400000000001,5281.6,1432.3,879.3,107.1,118.3,7.152137196310244,11.880902602552082,9.488235704810451,-24.089635854341733,1395.5,5679.200000000001,1293.2666666666667,102.23333333333333,112.50000000000001,19,2,large,0
X,Pâtes de bois ou d'autres matières fibreuses cellulosiques,2014,24.0,30.8,23.6,30.6,23.8,0.2,30.7,0.1,0.0,0,pre_2017,0,-23.6,-30.599999999999998,0.8403361344537815,1.0169491525423728,1.0084033613445378,0.8333333333333334,0.7792207792207793,0.7752442996742671,2.0,3056.1,5761.5,0.7853146166683027,109.19097888291425,1.224755700325733,47.599999999999994,50.4201680672269,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,30.8,23.8,0.2,2.2593939393939393,20,3,medium,1
X,Pâtes de bois ou d'autres matières fibreuses cellulosiques,2015,24.7,28.5,23.1,28.3,23.9,0.8,28.4,0.1,0.1111111111111111,1,pre_2017,0,-23.099999999999998,-28.299999999999997,3.3472803347280338,1.0692640692640691,1.0334728033472804,3.2388663967611335,0.8666666666666667,0.8415492957746479,8.0,3126.4,6266.0,0.7900460593654043,109.84884370378916,7.158450704225352,47.8,51.67364016736402,24.0,0.0,30.8,0.0,23.8,0.0,0.2,0.0,2.9166666666666634,-7.46753246753247,0.4201680672268818,300.00000000000006,24.35,29.65,23.85,0.5,2.2593939393939393,20,3,medium,1
X,Pâtes de bois ou d'autres matières fibreuses cellulosiques,2016,27.6,33.400000000000006,27.2,33.0,27.4,0.2,33.2,0.2,0.2222222222222222,2,pre_2017,0,-27.2,-33.0,0.7299270072992702,1.0147058823529413,1.0072992700729928,0.7246376811594203,0.8263473053892214,0.825301204819277,1.0,3483.8,7737.0,0.7922383604110455,110.15366357101021,0.17469879518072295,54.8,50.36496350364964,24.7,24.0,28.5,30.8,23.9,23.8,0.8,0.2,11.74089068825912,17.19298245614037,14.644351464435148,-75.00000000000001,25.433333333333334,30.900000000000002,25.03333333333333,0.39999999999999997,2.2593939393939393,20,3,medium,1
X,Pâtes de bois ou d'autres matières fibreuses cellulosiques,2017,26.9,33.2,26.7,33.2,26.8,0.1,33.2,0.0,0.3333333333333333,3,2017_2019,0,-26.7,-33.2,0.3731343283582089,1.0074906367041199,1.003731343283582,0.3717472118959108,0.8102409638554215,0.8072289156626505,0.0,3979.1,7398.3,0.676032268603453,93.996245069798,-0.8072289156626505,53.6,50.186567164179095,27.6,24.7,33.400000000000006,28.5,27.4,23.9,0.2,0.8,-2.5362318840579814,-0.5988023952095893,-2.1897810218978027,-50.0,26.400000000000002,31.700000000000003,26.03333333333333,0.3666666666666667,2.2593939393939393,20,0,medium,1
X,Pâtes de bois ou d'autres matières fibreuses cellulosiques,2018,31.0,38.2,30.6,37.4,30.8,0.2,37.8,0.4,0.4444444444444444,4,2017_2019,0,-30.6,-37.4,0.6493506493506493,1.0130718954248366,1.0064935064935066,0.6451612903225806,0.8115183246073298,0.8148148148148149,0.5,4259.1,7462.1,0.7278533023408701,101.20149667267636,-0.3148148148148149,61.599999999999994,50.324675324675326,26.9,27.6,33.2,33.400000000000006,26.8,27.4,0.1,0.2,15.24163568773235,15.06024096385542,14.925373134328357,100.0,28.5,34.93333333333334,28.333333333333332,0.16666666666666666,2.2593939393939393,20,0,medium,1
X,Pâtes de bois ou d'autres matières fibreuses cellulosiques,2019,29.4,41.2,29.2,41.0,29.3,0.1,41.1,0.1,0.5555555555555556,5,2017_2019,0,-29.2,-41.0,0.3412969283276451,1.0068493150684932,1.0034129692832763,0.34013605442176875,0.7135922330097086,0.7128953771289538,1.0,4406.3,7113.4,0.6672264711889794,92.7718776390602,0.2871046228710462,58.6,50.17064846416381,31.0,26.9,38.2,33.2,30.8,26.8,0.2,0.1,-5.16129032258065,7.853403141361256,-4.870129870129871,-50.0,29.099999999999998,37.53333333333334,28.96666666666667,0.13333333333333333,2.2593939393939393,20,0,medium,1
X,Pâtes de bois ou d'autres matières fibreuses cellulosiques,2020,30.6,46.7,30.2,46.5,30.4,0.2,46.6,0.1,0.6666666666666666,6,2020_2021,1,-30.2,-46.5,0.6578947368421053,1.0132450331125828,1.0065789473684212,0.6535947712418301,0.6552462526766595,0.6523605150214592,2.0,4923.6,8625.5,0.6214964660004875,86.4135291187738,1.347639484978541,60.8,50.32894736842106,29.4,31.0,41.2,38.2,29.3,30.8,0.1,0.2,4.081632653061234,13.349514563106796,3.7542662116040884,100.0,30.333333333333332,42.03333333333334,30.166666666666668,0.16666666666666666,2.2593939393939393,20,1,medium,1
X,Pâtes de bois ou d'autres matières fibreuses cellulosiques,2021,40.3,53.4,39.7,52.8,40.0,0.3,53.1,0.3,0.7777777777777778,7,2020_2021,1,-39.7,-52.800000000000004,0.75,1.0151133501259444,1.0074999999999998,0.7444168734491315,0.7546816479400749,0.7532956685499058,1.0,5418.6,9230.5,0.7437345439781492,103.40964138747546,0.24670433145009418,80.0,50.37499999999999,30.6,29.4,46.7,41.2,30.4,29.3,0.2,0.1,31.699346405228745,14.346895074946456,31.578947368421055,49.999999999999986,33.43333333333333,47.1,33.233333333333334,0.19999999999999998,2.2593939393939393,20,1,medium,1
X,Pâtes de bois ou d'autres matières fibreuses cellulosiques,2022,51.2,51.1,47.6,49.3,49.4,1.8,50.2,0.9,0.8888888888888888,8,post_2021,0,-47.6,-49.300000000000004,3.6437246963562755,1.0756302521008403,1.0364372469635628,3.515625,1.0019569471624266,0.9840637450199202,2.0,6364.8,10285.6,0.8044243338360987,111.84801426649047,1.0159362549800797,98.8,51.821862348178136,40.3,30.6,53.4,46.7,40.0,30.4,0.3,0.2,27.047146401985128,-4.307116104868909,23.499999999999996,500.0,40.7,50.4,39.93333333333334,0.7666666666666666,2.2593939393939393,20,2,medium,1
X,Pâtes de bois ou d'autres matières fibreuses cellulosiques,2023,36.7,42.400000000000006,35.9,42.0,36.3,0.4,42.2,0.2,1.0,9,post_2021,0,-35.9,-42.0,1.1019283746556476,1.0222841225626742,1.0110192837465566,1.08991825613079,0.8655660377358491,0.8601895734597155,2.0,6286.9,11284.7,0.5837535192225104,81.16570968801216,1.1398104265402846,72.6,50.55096418732783,51.2,40.3,51.1,53.4,49.4,40.0,1.8,0.3,-28.3203125,-17.025440313111538,-26.518218623481786,-77.77777777777777,42.73333333333333,48.96666666666667,41.9,0.8333333333333334,2.2593939393939393,20,2,medium,1
